structure abbreviation,ARA ontology order,structure ID,full structure name,Major Brain Division,Mouse line,Image id,Dataset type,Transgenic Signal in CCF structure,Connectivity Source Injection Site,ABA gene name,Link to image viewer or download location for individual high resolution images (n.b. only jp2 files are at BIL),Link to 25 um Tg line grid data (.nrrd files),Link to cortical surface views (.nrrd files)
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Gad2-IRES-Cre;Ai14,541728841,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541728841?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=262,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,479,ISH (ABA),n/a,n/a,Gad1,http://mouse.brain-map.org/experiment/show/479,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,868,ISH (ABA),n/a,n/a,Pvalb,http://mouse.brain-map.org/experiment/show/868,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,71670485,ISH (ABA),n/a,n/a,Lgi2,http://mouse.brain-map.org/experiment/show/71670485,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,74512048,ISH (ABA),n/a,n/a,Nefh,http://mouse.brain-map.org/experiment/show/74512048,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,74581370,ISH (ABA),n/a,n/a,Ubash3b,http://mouse.brain-map.org/experiment/show/74581370,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,75651180,ISH (ABA),n/a,n/a,Spp1,http://mouse.brain-map.org/experiment/show/75651180,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,79490066,ISH (ABA),n/a,n/a,Cdh13,http://mouse.brain-map.org/experiment/show/79490066,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,79556738,ISH (ABA),n/a,n/a,Pvalb,http://mouse.brain-map.org/experiment/show/79556738,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,C57BL/6J,79591669,ISH (ABA),n/a,n/a,Gad2,http://mouse.brain-map.org/experiment/show/79591669,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Ntrk1-IRES-Cre,265944167,Connectivity (Source -> Target),n/a,GPe,n/a,http://connectivity.brain-map.org/projection/experiment/265944167,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=27,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57BL/6J,549,ISH (ABA),n/a,n/a,Hap1,http://mouse.brain-map.org/experiment/show/549,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57BL/6J,70301082,ISH (ABA),n/a,n/a,Ache,http://mouse.brain-map.org/experiment/show/70301082,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57BL/6J,72338724,ISH (ABA),n/a,n/a,LOC381076,http://mouse.brain-map.org/experiment/show/72338724,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,C57BL/6J,75081206,ISH (ABA),n/a,n/a,Baiap3,http://mouse.brain-map.org/experiment/show/75081206,,
IGL,816,27,Intergeniculate leaflet of the lateral geniculate complex,Thalamus,Cux2-IRES-Cre,306879536,Connectivity (Source -> Target),n/a,retina,n/a,http://connectivity.brain-map.org/projection/experiment/306879536,,
IntG,817,563807439,Intermediate geniculate nucleus,Thalamus,C57BL/6J,549,ISH (ABA),n/a,n/a,Hap1,http://mouse.brain-map.org/experiment/show/549,,
IntG,817,563807439,Intermediate geniculate nucleus,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
IntG,817,563807439,Intermediate geniculate nucleus,Thalamus,C57BL/6J,73817424,ISH (ABA),n/a,n/a,Zcchc12,http://mouse.brain-map.org/experiment/show/73817424,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Cux2-CreERT2;Ai14,475359813,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475359813?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Rbp4-Cre_KL100;Ai14,475383272,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475383272?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Nos1-CreERT2;Ai14,475508323,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475508323?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Trib2-F2A-CreERT2;Ai14,476258874,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476258874?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Gal-Cre_KI87;Ai14,484773406,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484773406?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Ndnf-IRES2-dgCre-neo;Ai14,539747519,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539747519?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Gad2-IRES-Cre;Ai14,541728841,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541728841?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Etv1-CreERT2;Ai140,549369763,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/549369763?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=178,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,70301082,ISH (ABA),n/a,n/a,Ache,http://mouse.brain-map.org/experiment/show/70301082,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,72007561,ISH (ABA),n/a,n/a,Hap1,http://mouse.brain-map.org/experiment/show/72007561,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,72008305,ISH (ABA),n/a,n/a,Lypd1,http://mouse.brain-map.org/experiment/show/72008305,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,72283800,ISH (ABA),n/a,n/a,Anxa3,http://mouse.brain-map.org/experiment/show/72283800,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,73817424,ISH (ABA),n/a,n/a,Zcchc12,http://mouse.brain-map.org/experiment/show/73817424,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,74988739,ISH (ABA),n/a,n/a,Zfhx4,http://mouse.brain-map.org/experiment/show/74988739,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,75147762,ISH (ABA),n/a,n/a,Nos1,http://mouse.brain-map.org/experiment/show/75147762,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,79556624,ISH (ABA),n/a,n/a,Reln,http://mouse.brain-map.org/experiment/show/79556624,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,79556738,ISH (ABA),n/a,n/a,Pvalb,http://mouse.brain-map.org/experiment/show/79556738,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,C57BL/6J,79591669,ISH (ABA),n/a,n/a,Gad2,http://mouse.brain-map.org/experiment/show/79591669,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Jam2-Cre,310035922,Connectivity (Source -> Target),n/a,retina,n/a,http://connectivity.brain-map.org/projection/experiment/310035922,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Kcng4-Cre,307135833,Connectivity (Source -> Target),n/a,retina,n/a,http://connectivity.brain-map.org/projection/experiment/307135833,,
LGv,818,178,Ventral part of the lateral geniculate complex,Thalamus,Vipr2-Cre_KE2,267959197,Connectivity (Source -> Target),n/a,PF,n/a,http://connectivity.brain-map.org/projection/experiment/267959197,,
SubG,821,321,Subgeniculate nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=321,,
SubG,821,321,Subgeniculate nucleus,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
SubG,821,321,Subgeniculate nucleus,Thalamus,C57BL/6J,71836803,ISH (ABA),n/a,n/a,Cib2,http://mouse.brain-map.org/experiment/show/71836803,,
SubG,821,321,Subgeniculate nucleus,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
SubG,821,321,Subgeniculate nucleus,Thalamus,C57BL/6J,74988739,ISH (ABA),n/a,n/a,Zfhx4,http://mouse.brain-map.org/experiment/show/74988739,,
MH,824,483,Medial habenula,Thalamus,Slc17a8-iCre;Ai14,540144158,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351543/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MH,824,483,Medial habenula,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MH,824,483,Medial habenula,Thalamus,Chat-IRES-Cre-neo;Ai14,476124774,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476124774?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MH,824,483,Medial habenula,Thalamus,Calb2-IRES-Cre;Ai14,480172055,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/480172055?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MH,824,483,Medial habenula,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=483,,
MH,824,483,Medial habenula,Thalamus,C57Bl/6J,125830911,Connectivity (Source -> Target),n/a,LSr,n/a,http://connectivity.brain-map.org/projection/experiment/125830911,,
MH,824,483,Medial habenula,Thalamus,C57Bl/6J,158257355,Connectivity (Source -> Target),n/a,NDB,n/a,http://connectivity.brain-map.org/projection/experiment/158257355,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,70231306,ISH (ABA),n/a,n/a,Cbln2,http://mouse.brain-map.org/experiment/show/70231306,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,70634149,ISH (ABA),n/a,n/a,Tesc,http://mouse.brain-map.org/experiment/show/70634149,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,70928306,ISH (ABA),n/a,n/a,3632451O06Rik,http://mouse.brain-map.org/experiment/show/70928306,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,72339556,ISH (ABA),n/a,n/a,Tac2,http://mouse.brain-map.org/experiment/show/72339556,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,73616034,ISH (ABA),n/a,n/a,Msi2,http://mouse.brain-map.org/experiment/show/73616034,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,74724786,ISH (ABA),n/a,n/a,Plch2,http://mouse.brain-map.org/experiment/show/74724786,,
MH,824,483,Medial habenula,Thalamus,C57BL/6J,76085749,ISH (ABA),n/a,n/a,Sphkap,http://mouse.brain-map.org/experiment/show/76085749,,
LH,825,186,Lateral habenula,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LH,825,186,Lateral habenula,Thalamus,Nos1-CreERT2;Ai14,475508323,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475508323?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LH,825,186,Lateral habenula,Thalamus,Sst-IRES-Cre;Ai14,476449640,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476449640?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=186,,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,120572378,Connectivity (Source -> Target),n/a,VTA,n/a,http://connectivity.brain-map.org/projection/experiment/120572378,,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,127649713,Connectivity (Source -> Target),n/a,AHN,n/a,http://connectivity.brain-map.org/projection/experiment/127649713,,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,146470726,Connectivity (Source -> Target),n/a,ACB,n/a,http://connectivity.brain-map.org/projection/experiment/146470726,,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,158373181,Connectivity (Source -> Target),n/a,LHA,n/a,http://connectivity.brain-map.org/projection/experiment/158373181,,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,158738180,Connectivity (Source -> Target),n/a,MPO,n/a,http://connectivity.brain-map.org/projection/experiment/158738180,,
LH,825,186,Lateral habenula,Thalamus,C57Bl/6J,180520257,Connectivity (Source -> Target),n/a,MG,n/a,http://connectivity.brain-map.org/projection/experiment/180520257,,
LH,825,186,Lateral habenula,Thalamus,C57BL/6J,70231306,ISH (ABA),n/a,n/a,Cbln2,http://mouse.brain-map.org/experiment/show/70231306,,
LH,825,186,Lateral habenula,Thalamus,C57BL/6J,72340125,ISH (ABA),n/a,n/a,1810041L15Rik,http://mouse.brain-map.org/experiment/show/72340125,,
LH,825,186,Lateral habenula,Thalamus,C57BL/6J,73771233,ISH (ABA),n/a,n/a,Nwd2,http://mouse.brain-map.org/experiment/show/73771233,,
LH,825,186,Lateral habenula,Thalamus,C57BL/6J,74724649,ISH (ABA),n/a,n/a,Gpr151,http://mouse.brain-map.org/experiment/show/74724649,,
LH,825,186,Lateral habenula,Thalamus,C57BL/6J,79556614,ISH (ABA),n/a,n/a,Ddc,http://mouse.brain-map.org/experiment/show/79556614,,
LH,825,186,Lateral habenula,Thalamus,Erbb4-T2A-CreERT2,267538735,Connectivity (Source -> Target),n/a,IPN,n/a,http://connectivity.brain-map.org/projection/experiment/267538735,,
LH,825,186,Lateral habenula,Thalamus,Esr1-2A-Cre,176887774,Connectivity (Source -> Target),n/a,LHA,n/a,http://connectivity.brain-map.org/projection/experiment/176887774,,
ZI,948,797,Zona incerta,Hypothalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
ZI,948,797,Zona incerta,Hypothalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=797,,
ZI,948,797,Zona incerta,Hypothalamus,C57Bl/6J,180916954,Connectivity (Source -> Target),n/a,MOs,n/a,http://connectivity.brain-map.org/projection/experiment/180916954,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,479,ISH (ABA),n/a,n/a,Gad1,http://mouse.brain-map.org/experiment/show/479,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,640,ISH (ABA),n/a,n/a,Limk1,http://mouse.brain-map.org/experiment/show/640,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,70231307,ISH (ABA),n/a,n/a,Cdh24,http://mouse.brain-map.org/experiment/show/70231307,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,71064217,ISH (ABA),n/a,n/a,Gfra1,http://mouse.brain-map.org/experiment/show/71064217,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,72108824,ISH (ABA),n/a,n/a,Glra1,http://mouse.brain-map.org/experiment/show/72108824,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,73817925,ISH (ABA),n/a,n/a,Kcnab3,http://mouse.brain-map.org/experiment/show/73817925,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,76085749,ISH (ABA),n/a,n/a,Sphkap,http://mouse.brain-map.org/experiment/show/76085749,,
ZI,948,797,Zona incerta,Hypothalamus,C57BL/6J,79556738,ISH (ABA),n/a,n/a,Pvalb,http://mouse.brain-map.org/experiment/show/79556738,,
ZI,948,797,Zona incerta,Hypothalamus,Esr1-2A-Cre,176888661,Connectivity (Source -> Target),n/a,TU,n/a,http://connectivity.brain-map.org/projection/experiment/176888661,,
